date,district,disaster_type,severity,affected_population,economic_loss_usd
2021-04-07,Nyarugenge,Storm,Medium,4665,477237
2021-04-08,Rulindo,Storm,Severe,2330,611850
2021-04-08,Kirehe,Flood,Severe,1762,404171
2021-04-09,Nyanza,Flood,Low,2238,65169
2021-04-09,Ngororero,Drought,Medium,1025,69968
2021-04-10,Kicukiro,Earthquake,Severe,1393,239815
2021-04-10,Nyagatare,Flood,High,3747,890578
2021-04-11,Rutsiro,Drought,High,3825,871775
2021-04-13,Rutsiro,Drought,High,1056,416429
2021-04-17,Rusizi,Landslide,Severe,4877,888362
2021-04-18,Kamonyi,Landslide,Severe,368,606434
2021-04-19,Kicukiro,Drought,Medium,1534,53013
2021-04-20,Nyamagabe,Earthquake,Low,4409,167429
2021-04-20,Rwamagana,Storm,Medium,4846,86249
2021-04-21,Muhanga,Storm,High,3060,264147
2021-04-21,Gicumbi,Storm,Low,1629,641855
2021-04-22,Nyarugenge,Earthquake,High,4395,539934
2021-04-22,Karongi,Earthquake,Severe,1678,48932
2021-04-23,Burera,Drought,High,3150,789835
2021-04-23,Ngororero,Earthquake,Severe,4787,802628
2021-04-24,Nyarugenge,Drought,Medium,4067,919976
2021-04-24,Nyanza,Drought,Low,3997,546355
2021-04-27,Kamonyi,Storm,High,2531,496650
2021-04-27,Nyamasheke,Storm,Low,1396,440135
2021-04-29,Ngororero,Earthquake,Low,1535,130927
2021-04-29,Nyanza,Drought,Low,4742,16201
2021-04-30,Musanze,Landslide,Medium,3619,411798
2021-05-03,Kicukiro,Flood,High,3285,115824
2021-05-04,Kamonyi,Storm,Severe,314,102583
2021-05-06,Musanze,Earthquake,Severe,1398,662466
2021-05-06,Gatsibo,Drought,Severe,2832,937924
2021-05-07,Rutsiro,Drought,Medium,1989,875987
2021-05-07,Karongi,Flood,Medium,1502,454494
2021-05-08,Ngororero,Landslide,Medium,1646,390132
2021-05-09,Kayonza,Drought,High,1590,418314
2021-05-09,Rutsiro,Flood,Severe,4765,882196
2021-05-10,Gicumbi,Flood,Medium,1146,356324
2021-05-10,Rubavu,Landslide,Low,3327,830776
2021-05-11,Nyaruguru,Storm,High,2936,86164
2021-05-11,Nyagatare,Drought,Severe,3001,47645
2021-05-13,Kayonza,Earthquake,Low,429,417284
2021-05-13,Nyaruguru,Flood,Low,1344,620546
2021-05-14,Burera,Flood,Severe,4164,561673
2021-05-17,Kirehe,Flood,Low,2405,516953
2021-05-18,Ruhango,Drought,High,1953,489947
2021-05-18,Kayonza,Drought,High,890,529072
2021-05-19,Kayonza,Drought,High,3824,35967
2021-05-20,Ngoma,Flood,Medium,1010,451096
2021-05-20,Ruhango,Flood,Severe,2045,7433
2021-05-21,Nyanza,Earthquake,Low,2677,893451
2021-05-22,Gatsibo,Flood,Severe,3068,487846
2021-05-22,Musanze,Landslide,Severe,1276,598456
2021-05-23,Gatsibo,Landslide,Low,3458,670522
2021-05-25,Musanze,Flood,Medium,3450,440905
2021-05-27,Gakenke,Earthquake,Medium,3809,559822
2021-05-27,Gatsibo,Storm,Medium,1773,125335
2021-05-28,Kirehe,Storm,Medium,4314,312981
2021-05-30,Ruhango,Flood,Low,4921,585309
2021-05-30,Rubavu,Drought,Low,297,150339
2021-06-01,Musanze,Flood,Medium,3764,303176
2021-06-02,Rwamagana,Flood,Low,4951,565010
2021-06-06,Nyamasheke,Storm,High,2192,499470
2021-06-08,Ngoma,Earthquake,Medium,83,386343
2021-06-11,Rusizi,Drought,Low,2623,998298
2021-06-19,Karongi,Drought,High,4706,210786
2021-06-22,Nyamagabe,Landslide,Severe,3524,177591
2021-06-26,Gasabo,Drought,Severe,4219,138076
2021-06-28,Ngororero,Landslide,Medium,3230,310061
2021-06-29,Nyarugenge,Earthquake,Medium,4410,854616
2021-06-30,Nyabihu,Storm,Low,3434,683350
2021-07-01,Nyamasheke,Drought,High,1494,140051
2021-07-02,Nyamagabe,Storm,Severe,4426,288257
2021-07-03,Bugesera,Drought,Medium,3249,37182
2021-07-05,Rubavu,Flood,Severe,2270,756045
2021-07-06,Gicumbi,Earthquake,Medium,269,502076
2021-07-07,Muhanga,Storm,Medium,989,190659
2021-07-12,Gicumbi,Earthquake,Low,1327,920883
2021-07-13,Nyanza,Drought,High,3674,158540
2021-07-14,Ruhango,Landslide,High,1559,411467
2021-07-16,Kicukiro,Flood,Low,1804,262025
2021-07-17,Kamonyi,Drought,Severe,89,401295
2021-07-19,Karongi,Storm,High,3916,262131
2021-07-20,Ngoma,Earthquake,Medium,711,935259
2021-07-21,Burera,Drought,Medium,1002,823749
2021-07-22,Nyaruguru,Flood,High,529,524510
2021-07-24,Nyaruguru,Earthquake,Severe,2746,388847
2021-07-27,Kamonyi,Flood,Severe,1972,573915
2021-07-28,Karongi,Storm,Low,2077,14249
2021-07-29,Gasabo,Landslide,Severe,679,936245
2021-07-30,Rulindo,Drought,Severe,3156,72495
2021-07-31,Gisagara,Flood,Medium,1325,147830
2021-08-01,Ruhango,Storm,Low,432,826408
2021-08-02,Musanze,Storm,Low,610,184758
2021-08-03,Burera,Landslide,Medium,249,962151
2021-08-04,Kicukiro,Flood,Severe,4697,759125
2021-08-05,Kicukiro,Earthquake,High,3960,612320
2021-08-07,Muhanga,Flood,High,2187,806899
2021-08-08,Nyagatare,Earthquake,Low,186,990131
2021-08-10,Ruhango,Earthquake,Severe,4926,390954
2021-08-11,Nyabihu,Earthquake,Medium,541,976472
2021-08-12,Rubavu,Storm,Medium,521,404811
2021-08-13,Huye,Earthquake,High,1942,516990
2021-08-15,Nyamasheke,Landslide,Low,4283,610944
2021-08-19,Gakenke,Storm,Medium,2593,509912
2021-08-20,Bugesera,Earthquake,High,1876,337102
2021-08-21,Kayonza,Storm,Severe,1952,232063
2021-08-23,Kamonyi,Earthquake,Low,1103,620188
2021-08-24,Ngororero,Earthquake,Low,2411,437254
2021-08-26,Rutsiro,Flood,Low,578,451114
2021-08-30,Gatsibo,Flood,Medium,3290,191935
2021-08-31,Rusizi,Landslide,Medium,2441,385023
2021-09-02,Nyarugenge,Drought,Low,466,841859
2021-09-03,Nyaruguru,Storm,Severe,4020,982763
2021-09-05,Nyarugenge,Flood,Medium,749,865034
2021-09-07,Gatsibo,Landslide,Low,2429,519242
2021-09-07,Nyarugenge,Drought,Severe,904,695400
2021-09-11,Gakenke,Flood,Low,73,757693
2021-09-11,Bugesera,Drought,Severe,3361,709164
2021-09-12,Nyagatare,Earthquake,Low,377,329482
2021-09-14,Rulindo,Earthquake,Severe,2742,928967
2021-09-15,Kirehe,Flood,Low,1161,974483
2021-09-15,Huye,Landslide,Low,1349,570017
2021-09-16,Kicukiro,Earthquake,Low,1234,752532
2021-09-16,Rutsiro,Flood,Severe,2334,768649
2021-09-18,Nyanza,Earthquake,Medium,470,677325
2021-09-19,Rutsiro,Storm,Low,3840,457138
2021-09-19,Nyamasheke,Landslide,Severe,4011,82359
2021-09-20,Gicumbi,Flood,Medium,2891,24415
2021-09-23,Muhanga,Flood,High,2676,164312
2021-09-24,Gasabo,Drought,Medium,4359,88841
2021-09-25,Nyabihu,Flood,Medium,3280,574248
2021-09-25,Nyabihu,Drought,High,999,540815
2021-09-29,Karongi,Earthquake,High,1161,989971
2021-09-30,Bugesera,Drought,High,1303,549348
2021-09-30,Gasabo,Drought,Medium,2659,547003
2021-10-03,Musanze,Landslide,Severe,540,451747
2021-10-03,Kirehe,Flood,Medium,752,952922
2021-10-04,Rubavu,Earthquake,High,4655,167842
2021-10-04,Ruhango,Flood,Medium,715,86933
2021-10-06,Ngoma,Drought,Severe,1756,649498
2021-10-06,Rubavu,Earthquake,Low,3003,567290
2021-10-07,Nyabihu,Flood,High,3194,146338
2021-10-13,Gisagara,Landslide,High,2630,348590
2021-10-13,Rwamagana,Flood,Severe,2711,801090
2021-10-14,Nyamagabe,Landslide,Low,2413,910198
2021-10-14,Ruhango,Drought,High,3627,94727
2021-10-15,Nyamasheke,Earthquake,Low,1121,781909
2021-10-15,Muhanga,Drought,Severe,2855,533960
2021-10-16,Gisagara,Drought,Low,2150,344004
2021-10-17,Ruhango,Flood,High,2242,977004
2021-10-17,Nyamagabe,Landslide,High,1423,878637
2021-10-18,Nyamasheke,Storm,Low,4080,659184
2021-10-19,Nyamagabe,Storm,Low,2152,756263
2021-10-19,Nyabihu,Drought,Medium,2234,172959
2021-10-20,Nyaruguru,Earthquake,High,4367,764736
2021-10-24,Rwamagana,Storm,High,2058,867160
2021-10-24,Gasabo,Flood,High,1392,905316
2021-10-25,Bugesera,Earthquake,High,2314,737067
2021-10-25,Karongi,Drought,Medium,3353,201498
2021-10-27,Gisagara,Drought,Medium,1179,580823
2021-10-28,Nyanza,Drought,Low,1807,856830
2021-10-30,Gasabo,Landslide,Severe,1745,590098
2021-10-30,Gicumbi,Drought,Low,3655,656062
2021-10-31,Nyamasheke,Drought,Medium,1353,841383
2021-11-02,Nyamagabe,Drought,High,4769,848962
2021-11-02,Muhanga,Storm,Low,2091,913610
2021-11-03,Rusizi,Drought,High,4400,62108
2021-11-03,Nyabihu,Drought,Low,4042,575363
2021-11-04,Ruhango,Flood,High,2486,193213
2021-11-06,Kayonza,Storm,Severe,2393,357922
2021-11-07,Rulindo,Landslide,Low,2352,969295
2021-11-07,Rutsiro,Landslide,Low,2231,682724
2021-11-08,Ngororero,Drought,Severe,1489,307207
2021-11-10,Ngororero,Drought,Severe,4270,698030
2021-11-11,Burera,Flood,Severe,4615,278707
2021-11-12,Nyamagabe,Earthquake,Severe,666,82636
2021-11-13,Rusizi,Flood,Medium,3205,725763
2021-11-13,Nyaruguru,Storm,Low,1589,860178
2021-11-15,Karongi,Earthquake,Severe,707,758298
2021-11-15,Rulindo,Landslide,Severe,2493,998653
2021-11-16,Musanze,Landslide,Severe,3444,302720
2021-11-16,Bugesera,Landslide,Low,3790,49373
2021-11-17,Nyarugenge,Flood,Low,2791,860749
2021-11-17,Burera,Storm,Low,3023,51104
2021-11-19,Gisagara,Drought,Medium,3227,732865
2021-11-23,Rwamagana,Earthquake,Medium,2115,716633
2021-11-26,Musanze,Earthquake,High,4853,543399
2021-11-26,Gicumbi,Drought,High,2318,717833
2021-11-27,Bugesera,Landslide,Severe,4647,493680
2021-11-28,Ruhango,Flood,Medium,673,767298
2021-11-29,Nyaruguru,Flood,Medium,1191,848414
2021-12-01,Gatsibo,Earthquake,Medium,4382,827813
2021-12-01,Bugesera,Flood,Severe,570,312623
2021-12-03,Nyamagabe,Drought,Severe,1789,127670
2021-12-04,Kamonyi,Earthquake,Medium,2812,407967
2021-12-05,Ngororero,Landslide,Medium,870,649083
2021-12-06,Burera,Landslide,Medium,3110,423762
2021-12-06,Musanze,Flood,Severe,3402,832499
2021-12-07,Ngororero,Drought,Medium,2333,283304
2021-12-10,Nyabihu,Earthquake,Low,533,854709
2021-12-11,Ruhango,Earthquake,Low,3663,253010
2021-12-13,Gicumbi,Flood,Severe,3528,403029
2021-12-18,Nyagatare,Flood,High,259,379452
2021-12-18,Nyamasheke,Landslide,High,1845,128312
2021-12-22,Gakenke,Landslide,Severe,2846,759839
2021-12-22,Gicumbi,Flood,High,2182,214316
2021-12-23,Huye,Flood,High,792,752051
2021-12-27,Rubavu,Storm,Low,1760,652429
2021-12-27,Rulindo,Drought,Medium,3548,526309
2021-12-28,Gicumbi,Earthquake,Medium,3942,325965
2021-12-28,Kamonyi,Landslide,Severe,1169,638070
2021-12-29,Ngoma,Flood,Severe,2618,595503
2021-12-30,Kamonyi,Landslide,Medium,3641,931999
2022-01-01,Ngoma,Drought,Severe,3171,930565
2022-01-02,Huye,Earthquake,High,854,874577
2022-01-04,Kamonyi,Landslide,Medium,1842,319701
2022-01-05,Kicukiro,Drought,Severe,217,871542
2022-01-06,Kicukiro,Landslide,Severe,593,288988
2022-01-08,Rulindo,Landslide,High,4639,874495
2022-01-09,Gisagara,Flood,High,2241,37182
2022-01-10,Huye,Drought,Low,3937,829822
2022-01-11,Karongi,Storm,Severe,2039,522571
2022-01-12,Kicukiro,Storm,Low,1946,262618
2022-01-13,Nyagatare,Flood,High,2458,489879
2022-01-14,Nyarugenge,Drought,High,799,135504
2022-01-16,Huye,Drought,Low,1746,646237
2022-01-19,Nyagatare,Drought,High,3532,941633
2022-01-28,Nyamagabe,Landslide,High,3327,358603
2022-01-29,Ngororero,Landslide,High,4432,508190
2022-01-30,Rutsiro,Flood,Low,3783,124469
2022-01-31,Kirehe,Storm,High,4246,292851
2022-02-02,Rusizi,Storm,Medium,3407,111833
2022-02-04,Nyagatare,Drought,Severe,3243,110098
2022-02-07,Nyarugenge,Flood,Medium,3044,69640
2022-02-09,Ngororero,Earthquake,Medium,4589,370001
2022-02-11,Ngoma,Earthquake,Medium,3045,36869
2022-02-14,Rulindo,Landslide,Low,292,811147
2022-02-17,Rwamagana,Landslide,Low,1921,986854
2022-02-18,Rutsiro,Storm,Medium,3217,237406
2022-02-21,Gicumbi,Drought,High,1741,357802
2022-02-22,Karongi,Landslide,High,664,209717
2022-02-24,Nyaruguru,Flood,Low,4583,133418
2022-02-25,Ngoma,Storm,Low,810,997903
2022-02-28,Karongi,Drought,Severe,3297,475564
2022-03-01,Nyanza,Landslide,Severe,2928,557772
2022-03-01,Ruhango,Landslide,High,4214,639863
2022-03-03,Rwamagana,Earthquake,Severe,2412,916994
2022-03-03,Muhanga,Flood,Low,462,735322
2022-03-04,Nyarugenge,Earthquake,Low,2940,155040
2022-03-05,Kayonza,Storm,High,2753,603576
2022-03-05,Rusizi,Flood,High,3220,675451
2022-03-07,Nyamasheke,Storm,High,3995,716601
2022-03-09,Kicukiro,Flood,Medium,1662,808740
2022-03-09,Nyamasheke,Landslide,Low,3117,559187
2022-03-11,Ngoma,Earthquake,Medium,3833,477864
2022-03-11,Nyabihu,Flood,Low,152,603678
2022-03-12,Rutsiro,Storm,High,3346,789521
2022-03-12,Huye,Earthquake,Medium,2413,376180
2022-03-15,Ngoma,Earthquake,Medium,2408,687609
2022-03-16,Kamonyi,Flood,Severe,4636,657907
2022-03-17,Rubavu,Flood,Medium,1565,255602
2022-03-17,Nyarugenge,Storm,Medium,290,294249
2022-03-19,Muhanga,Landslide,Severe,4942,431361
2022-03-19,Gatsibo,Landslide,High,4009,483750
2022-03-21,Nyamagabe,Flood,High,1190,157794
2022-03-21,Gisagara,Flood,Severe,4351,427278
2022-03-22,Musanze,Earthquake,Low,1807,145652
2022-03-23,Rutsiro,Flood,Medium,2647,99204
2022-03-23,Nyanza,Earthquake,Medium,239,461987
2022-03-24,Rusizi,Flood,Severe,252,12106
2022-03-24,Nyabihu,Earthquake,Low,4706,424176
2022-03-26,Burera,Flood,Low,4736,940451
2022-03-26,Rulindo,Storm,High,3091,145207
2022-03-28,Rutsiro,Landslide,Severe,3928,277524
2022-03-28,Gasabo,Drought,Medium,2886,866030
2022-03-29,Gisagara,Storm,High,775,184726
2022-03-31,Nyagatare,Earthquake,Medium,1224,398939
2022-03-31,Nyagatare,Drought,Medium,1900,657667
2022-04-01,Rulindo,Earthquake,Severe,2591,1755
2022-04-01,Rutsiro,Storm,Medium,4993,406371
2022-04-02,Rwamagana,Earthquake,High,3599,630676
2022-04-03,Muhanga,Storm,High,1227,878859
2022-04-03,Rubavu,Earthquake,Severe,3945,153568
2022-04-04,Gicumbi,Earthquake,Low,3942,561128
2022-04-06,Gasabo,Landslide,Low,3938,879963
2022-04-07,Rwamagana,Earthquake,Medium,4070,801377
2022-04-07,Ngororero,Drought,Low,1328,732761
2022-04-08,Kamonyi,Flood,High,754,712156
2022-04-08,Rulindo,Flood,High,4010,82195
2022-04-09,Rwamagana,Earthquake,Medium,1643,737300
2022-04-10,Musanze,Earthquake,Low,2562,399953
2022-04-12,Rwamagana,Earthquake,High,616,60546
2022-04-12,Nyarugenge,Flood,Medium,3569,505674
2022-04-13,Musanze,Drought,Low,1113,272098
2022-04-14,Musanze,Drought,Medium,4240,357696
2022-04-15,Gakenke,Landslide,Low,2518,438790
2022-04-15,Gisagara,Flood,High,1523,136409
2022-04-16,Rulindo,Drought,Severe,3795,456142
2022-04-18,Gakenke,Earthquake,High,3514,482112
2022-04-19,Huye,Drought,High,919,508567
2022-04-20,Nyabihu,Earthquake,Severe,3568,999193
2022-04-20,Kirehe,Landslide,High,4443,138128
2022-04-21,Rusizi,Earthquake,Severe,180,852891
2022-04-22,Kayonza,Landslide,Severe,162,674936
2022-04-23,Nyagatare,Landslide,Medium,845,743398
2022-04-24,Ngoma,Drought,Low,2336,479541
2022-04-24,Nyabihu,Flood,Low,3118,990109
2022-04-25,Musanze,Landslide,Medium,4884,465217
2022-04-26,Kayonza,Storm,Low,3111,136344
2022-04-28,Nyagatare,Earthquake,High,3867,295061
2022-04-29,Nyaruguru,Storm,Medium,316,34653
2022-04-29,Gatsibo,Storm,High,2625,193076
2022-04-30,Rusizi,Drought,Severe,4998,951604
2022-04-30,Kirehe,Earthquake,Severe,4133,273352
2022-05-03,Kamonyi,Flood,Low,392,495982
2022-05-03,Nyamagabe,Earthquake,High,2664,154085
2022-05-05,Nyamagabe,Earthquake,Low,440,870373
2022-05-06,Nyamasheke,Earthquake,Medium,114,380575
2022-05-08,Nyagatare,Landslide,High,1695,247660
2022-05-08,Gicumbi,Earthquake,Low,476,623649
2022-05-14,Muhanga,Landslide,Medium,471,353480
2022-05-14,Gicumbi,Earthquake,Medium,1724,998893
2022-05-15,Kayonza,Flood,Low,3911,310039
2022-05-15,Nyamagabe,Landslide,High,1085,656689
2022-05-17,Nyanza,Flood,High,1108,526885
2022-05-17,Huye,Earthquake,Medium,3041,545530
2022-05-19,Gatsibo,Drought,High,3633,916170
2022-05-20,Rwamagana,Landslide,Low,2298,409665
2022-05-20,Gatsibo,Flood,Low,738,276663
2022-05-21,Rutsiro,Landslide,High,2378,453469
2022-05-21,Gicumbi,Flood,High,2613,506498
2022-05-22,Kayonza,Storm,High,1879,94990
2022-05-27,Huye,Storm,Severe,455,62375
2022-05-27,Nyarugenge,Drought,Severe,145,603267
2022-05-28,Bugesera,Storm,Low,4488,612414
2022-05-28,Nyamasheke,Drought,High,3933,900162
2022-05-30,Huye,Drought,Severe,4415,173778
2022-05-31,Rubavu,Flood,High,4383,363168
2022-05-31,Musanze,Earthquake,Low,2422,449138
2022-06-01,Kicukiro,Earthquake,Low,693,596792
2022-06-02,Rwamagana,Flood,Severe,4051,744175
2022-06-04,Nyarugenge,Drought,Medium,3362,732841
2022-06-06,Karongi,Storm,Low,4062,269602
2022-06-11,Gakenke,Flood,Severe,2518,551126
2022-06-12,Rwamagana,Landslide,Medium,2694,18812
2022-06-17,Nyaruguru,Storm,High,4563,643682
2022-06-18,Gatsibo,Storm,Severe,723,558600
2022-06-19,Rubavu,Landslide,Medium,2106,913223
2022-06-20,Ruhango,Earthquake,Severe,3354,36421
2022-06-21,Ruhango,Landslide,Severe,347,264502
2022-06-23,Gisagara,Earthquake,High,1752,77933
2022-06-24,Nyagatare,Earthquake,Severe,2623,214089
2022-06-25,Ngoma,Landslide,Severe,4207,338644
2022-06-26,Nyanza,Landslide,Severe,3770,719160
2022-06-29,Gasabo,Storm,High,1459,76344
2022-07-01,Bugesera,Drought,Low,4990,481623
2022-07-05,Kayonza,Flood,High,3044,601270
2022-07-06,Karongi,Flood,Severe,2199,904333
2022-07-07,Burera,Flood,Low,1421,793300
2022-07-10,Nyarugenge,Earthquake,High,2195,168839
2022-07-12,Muhanga,Drought,Medium,4280,38162
2022-07-14,Nyamagabe,Flood,Low,3491,272879
2022-07-15,Gicumbi,Storm,Medium,852,192824
2022-07-16,Nyaruguru,Flood,High,1393,695206
2022-07-17,Nyamasheke,Flood,Medium,4347,41078
2022-07-19,Ngoma,Drought,High,497,174507
2022-07-22,Bugesera,Storm,High,4156,353948
2022-07-23,Rulindo,Landslide,Severe,1096,589196
2022-07-24,Muhanga,Landslide,Medium,1892,42743
2022-07-25,Gisagara,Landslide,Low,920,261765
2022-07-26,Rulindo,Flood,Low,784,936499
2022-07-27,Nyarugenge,Flood,Medium,2885,625287
2022-08-01,Bugesera,Storm,Low,4251,273648
2022-08-02,Karongi,Storm,Low,2786,482047
2022-08-04,Gasabo,Storm,Medium,4352,861566
2022-08-05,Muhanga,Earthquake,High,1165,96817
2022-08-06,Kayonza,Earthquake,Low,217,315510
2022-08-07,Nyagatare,Landslide,High,1914,608994
2022-08-09,Gakenke,Landslide,Low,2723,37498
2022-08-10,Nyamagabe,Landslide,Severe,4322,66736
2022-08-12,Nyamasheke,Flood,High,3319,249724
2022-08-14,Nyarugenge,Flood,High,1891,707676
2022-08-16,Muhanga,Landslide,Severe,3291,608539
2022-08-18,Nyagatare,Landslide,Severe,3623,690265
2022-08-19,Burera,Earthquake,Low,353,905916
2022-08-21,Kamonyi,Storm,Severe,3984,143007
2022-08-22,Rusizi,Drought,Low,1042,803731
2022-08-26,Nyamasheke,Drought,Low,346,434830
2022-08-27,Nyamagabe,Storm,Low,873,847139
2022-08-29,Huye,Earthquake,Low,1679,289824
2022-08-31,Nyamasheke,Landslide,Low,4673,17646
2022-09-01,Rwamagana,Landslide,Severe,3981,626046
2022-09-01,Gakenke,Drought,Severe,4593,544800
2022-09-02,Nyabihu,Flood,High,1415,126604
2022-09-02,Huye,Flood,High,215,447551
2022-09-05,Kicukiro,Storm,Medium,4482,995252
2022-09-06,Nyanza,Landslide,Severe,760,751755
2022-09-07,Rutsiro,Drought,Low,3392,875331
2022-09-08,Rusizi,Drought,Medium,3483,820169
2022-09-10,Huye,Landslide,Severe,3728,53103
2022-09-14,Musanze,Drought,Severe,4948,530286
2022-09-15,Huye,Drought,Medium,2985,965659
2022-09-16,Musanze,Earthquake,High,484,857964
2022-09-16,Burera,Flood,Severe,4132,18078
2022-09-17,Kirehe,Landslide,High,4993,51708
2022-09-19,Nyagatare,Drought,Medium,402,311655
2022-09-20,Musanze,Landslide,Medium,245,495924
2022-09-22,Rutsiro,Landslide,Low,1209,554112
2022-09-22,Rwamagana,Flood,High,2562,485952
2022-09-23,Kicukiro,Flood,Medium,3522,523077
2022-09-23,Muhanga,Drought,Medium,2352,593213
2022-09-24,Muhanga,Drought,High,4945,727351
2022-09-25,Gisagara,Landslide,Medium,1423,537823
2022-09-25,Rulindo,Storm,Medium,3415,67698
2022-09-26,Nyaruguru,Earthquake,Severe,119,596735
2022-09-26,Rulindo,Storm,Low,899,302011
2022-09-27,Burera,Drought,Medium,4104,128139
2022-09-28,Nyagatare,Drought,Low,592,789628
2022-09-28,Karongi,Flood,Severe,432,40866
2022-09-29,Muhanga,Earthquake,Severe,2889,760096
2022-10-01,Musanze,Flood,Low,3541,487625
2022-10-02,Gasabo,Landslide,Severe,1060,464577
2022-10-02,Gatsibo,Storm,High,4012,177753
2022-10-03,Rwamagana,Storm,Severe,2054,969467
2022-10-04,Nyarugenge,Drought,Low,3819,686168
2022-10-07,Kamonyi,Earthquake,High,4966,999730
2022-10-07,Muhanga,Flood,Medium,4927,201835
2022-10-08,Nyaruguru,Earthquake,Low,3235,918580
2022-10-10,Rulindo,Flood,Low,4237,435792
2022-10-10,Nyamagabe,Drought,Medium,199,648117
2022-10-11,Nyamasheke,Landslide,High,4354,640562
2022-10-12,Rulindo,Storm,Low,3843,962444
2022-10-12,Burera,Earthquake,Medium,2700,102891
2022-10-14,Kirehe,Storm,Severe,1802,59758
2022-10-15,Muhanga,Landslide,Low,4109,973439
2022-10-15,Kamonyi,Flood,Severe,4381,178468
2022-10-17,Gatsibo,Flood,Medium,990,330532
2022-10-17,Ngororero,Storm,Severe,993,63355
2022-10-18,Nyarugenge,Landslide,Low,3581,73033
2022-10-18,Ruhango,Storm,Low,465,715580
2022-10-19,Musanze,Landslide,Low,619,279331
2022-10-20,Rusizi,Landslide,Severe,4661,412723
2022-10-21,Nyabihu,Earthquake,Severe,245,368647
2022-10-21,Ngoma,Drought,Severe,4342,6637
2022-10-22,Ngoma,Landslide,High,4266,546404
2022-10-24,Rutsiro,Drought,Low,4063,97195
2022-10-24,Muhanga,Drought,Severe,549,502671
2022-10-25,Nyaruguru,Flood,Low,2064,914656
2022-10-26,Rutsiro,Earthquake,Low,2404,564816
2022-10-28,Nyaruguru,Drought,High,4399,918541
2022-10-28,Nyarugenge,Earthquake,Low,2303,399483
2022-10-29,Kirehe,Earthquake,Low,1555,69132
2022-10-30,Gisagara,Drought,Severe,245,442287
2022-10-31,Karongi,Flood,High,3552,190163
2022-10-31,Gicumbi,Storm,Severe,1991,572120
2022-11-01,Rwamagana,Landslide,High,2054,739524
2022-11-02,Gicumbi,Storm,Severe,1786,425199
2022-11-02,Rubavu,Drought,Low,4313,507986
2022-11-03,Ruhango,Drought,Low,4431,345581
2022-11-03,Gatsibo,Landslide,Medium,773,515707
2022-11-04,Nyabihu,Flood,Medium,1139,770511
2022-11-04,Bugesera,Landslide,High,4514,330633
2022-11-05,Karongi,Storm,Medium,284,943728
2022-11-06,Musanze,Storm,High,743,226593
2022-11-06,Gatsibo,Landslide,Medium,4816,369999
2022-11-07,Burera,Drought,Medium,4576,205322
2022-11-07,Kayonza,Landslide,High,4575,1955
2022-11-08,Karongi,Earthquake,Severe,4517,392213
2022-11-10,Nyabihu,Earthquake,Severe,466,693704
2022-11-10,Nyabihu,Storm,Medium,4509,360440
2022-11-11,Ruhango,Flood,Severe,3013,961261
2022-11-11,Rwamagana,Drought,Low,3067,57263
2022-11-12,Rubavu,Landslide,High,1159,731937
2022-11-13,Nyamagabe,Drought,Low,167,842042
2022-11-13,Rusizi,Flood,Severe,4301,611451
2022-11-15,Bugesera,Flood,Severe,859,711473
2022-11-15,Gisagara,Landslide,High,866,150509
2022-11-16,Rwamagana,Earthquake,Medium,4280,765389
2022-11-17,Burera,Drought,High,299,1701
2022-11-17,Kayonza,Flood,High,2526,143106
2022-11-18,Nyamagabe,Storm,Severe,183,230662
2022-11-18,Nyanza,Earthquake,High,2427,417411
2022-11-19,Rwamagana,Landslide,High,3226,212726
